"files" "churn" "linecount" "relchurn"
"3476" "lib/cosEvent/test/cosEvent.cover" 1 2 0.5
"3477" "lib/cosEvent/test/cosEvent.spec" 4 1 4
"3478" "lib/cosEvent/test/event_channel_SUITE.erl" 8 328 0.024390243902439
"3479" "lib/cosEvent/test/event_test_PullC_impl.erl" 3 43 0.0697674418604651
"3480" "lib/cosEvent/test/event_test_PullS_impl.erl" 3 57 0.0526315789473684
"3481" "lib/cosEvent/test/event_test_PushC_impl.erl" 3 46 0.0652173913043478
"3482" "lib/cosEvent/test/event_test_PushS_impl.erl" 3 41 0.0731707317073171
"3483" "lib/cosEvent/test/event_test_server.idl" 2 47 0.0425531914893617
"3484" "lib/cosEvent/test/generated_SUITE.erl" 9 510 0.0176470588235294
"3485" "lib/cosEvent/test/idl_output/.gitignore" 2 0 Inf
"3486" "lib/cosEvent/test/Makefile" 7 151 0.0463576158940397
"3487" "lib/cosEvent/vsn.mk" 11 3 3.66666666666667
"3488" "lib/cosEventDomain/AUTHORS" 1 4 0.25
"3489" "lib/cosEventDomain/doc/html/.gitignore" 1 0 Inf
"3490" "lib/cosEventDomain/doc/man3/.gitignore" 1 0 Inf
"3491" "lib/cosEventDomain/doc/man6/.gitignore" 1 0 Inf
"3492" "lib/cosEventDomain/doc/pdf/.gitignore" 1 0 Inf
"3493" "lib/cosEventDomain/doc/src/book.gif" 1 11 0.0909090909090909
"3494" "lib/cosEventDomain/doc/src/book.xml" 1 48 0.0208333333333333
"3495" "lib/cosEventDomain/doc/src/ch_contents.xml" 1 68 0.0147058823529412
"3496" "lib/cosEventDomain/doc/src/ch_event_domain_service.xml" 2 110 0.0181818181818182
"3497" "lib/cosEventDomain/doc/src/ch_introduction.xml" 1 52 0.0192307692307692
"3498" "lib/cosEventDomain/doc/src/ch_QoS.xml" 1 117 0.00854700854700855
"3499" "lib/cosEventDomain/doc/src/CosEventDomainAdmin_EventDomain.xml" 2 626 0.00319488817891374
"3500" "lib/cosEventDomain/doc/src/CosEventDomainAdmin_EventDomainFactory.xml" 3 87 0.0344827586206897
"3501" "lib/cosEventDomain/doc/src/CosEventDomainAdmin.xml" 2 92 0.0217391304347826
"3502" "lib/cosEventDomain/doc/src/cosEventDomainApp.xml" 2 149 0.0134228187919463
"3503" "lib/cosEventDomain/doc/src/fascicules.xml" 1 18 0.0555555555555556
"3505" "lib/cosEventDomain/doc/src/Makefile" 6 143 0.041958041958042
"3506" "lib/cosEventDomain/doc/src/notes.gif" 1 8 0.125
"3507" "lib/cosEventDomain/doc/src/notes.xml" 7 268 0.0261194029850746
"3508" "lib/cosEventDomain/doc/src/part_notes.xml" 1 36 0.0277777777777778
"3509" "lib/cosEventDomain/doc/src/part.xml" 1 39 0.0256410256410256
"3510" "lib/cosEventDomain/doc/src/ref_man.gif" 1 9 0.111111111111111
"3511" "lib/cosEventDomain/doc/src/ref_man.xml" 1 39 0.0256410256410256
"3512" "lib/cosEventDomain/doc/src/summary.html.src" 1 0 Inf
"3513" "lib/cosEventDomain/doc/src/user_guide.gif" 1 11 0.0909090909090909
"3514" "lib/cosEventDomain/ebin/.gitignore" 1 0 Inf
"3515" "lib/cosEventDomain/example/.gitignore" 1 0 Inf
"3516" "lib/cosEventDomain/include/.gitignore" 1 0 Inf
"3517" "lib/cosEventDomain/info" 1 2 0.5
"3518" "lib/cosEventDomain/Makefile" 1 41 0.024390243902439
"3519" "lib/cosEventDomain/src/cosEventDomain.app.src" 1 31 0.032258064516129
"3520" "lib/cosEventDomain/src/cosEventDomain.appup.src" 1 6 0.166666666666667
"3521" "lib/cosEventDomain/src/CosEventDomainAdmin_EventDomain_impl.erl" 3 1425 0.00210526315789474
"3522" "lib/cosEventDomain/src/CosEventDomainAdmin_EventDomainFactory_impl.erl" 1 182 0.00549450549450549
"3523" "lib/cosEventDomain/src/CosEventDomainAdmin.cfg" 1 4 0.25
"3524" "lib/cosEventDomain/src/CosEventDomainAdmin.idl" 1 280 0.00357142857142857
"3525" "lib/cosEventDomain/src/cosEventDomainApp.erl" 3 368 0.00815217391304348
"3526" "lib/cosEventDomain/src/cosEventDomainApp.hrl" 1 69 0.0144927536231884
"3527" "lib/cosEventDomain/src/Makefile" 7 184 0.0380434782608696
"3528" "lib/cosEventDomain/test/cosEventDomain.cover" 1 2 0.5
"3529" "lib/cosEventDomain/test/cosEventDomain.spec" 4 1 4
"3530" "lib/cosEventDomain/test/event_domain_SUITE.erl" 8 467 0.0171306209850107
"3531" "lib/cosEventDomain/test/generated_SUITE.erl" 9 413 0.0217917675544794
"3532" "lib/cosEventDomain/test/Makefile" 6 105 0.0571428571428571
"3533" "lib/cosEventDomain/vsn.mk" 10 3 3.33333333333333
"3534" "lib/cosFileTransfer/AUTHORS" 1 4 0.25
"3535" "lib/cosFileTransfer/doc/html/.gitignore" 1 0 Inf
"3536" "lib/cosFileTransfer/doc/man3/.gitignore" 1 0 Inf
"3537" "lib/cosFileTransfer/doc/man6/.gitignore" 1 0 Inf
"3538" "lib/cosFileTransfer/doc/pdf/.gitignore" 1 0 Inf
"3539" "lib/cosFileTransfer/doc/src/book.gif" 1 11 0.0909090909090909
"3540" "lib/cosFileTransfer/doc/src/book.xml" 1 48 0.0208333333333333
"3541" "lib/cosFileTransfer/doc/src/ch_contents.xml" 1 74 0.0135135135135135
"3542" "lib/cosFileTransfer/doc/src/ch_example.xml" 1 95 0.0105263157894737
"3543" "lib/cosFileTransfer/doc/src/ch_install.xml" 1 57 0.0175438596491228
"3544" "lib/cosFileTransfer/doc/src/ch_introduction.xml" 1 56 0.0178571428571429
"3545" "lib/cosFileTransfer/doc/src/ch_system.xml" 1 137 0.0072992700729927
"3546" "lib/cosFileTransfer/doc/src/CosFileTransfer_Directory.xml" 3 68 0.0441176470588235
"3547" "lib/cosFileTransfer/doc/src/CosFileTransfer_File.xml" 3 93 0.032258064516129
"3548" "lib/cosFileTransfer/doc/src/CosFileTransfer_FileIterator.xml" 2 85 0.0235294117647059
"3549" "lib/cosFileTransfer/doc/src/CosFileTransfer_FileTransferSession.xml" 3 190 0.0157894736842105
"3550" "lib/cosFileTransfer/doc/src/CosFileTransfer_VirtualFileSystem.xml" 3 82 0.0365853658536585
"3551" "lib/cosFileTransfer/doc/src/CosFileTransfer.gif" 1 33 0.0303030303030303
"3552" "lib/cosFileTransfer/doc/src/CosFileTransfer.ps" 1 17741 5.63666084211713e-05
"3553" "lib/cosFileTransfer/doc/src/cosFileTransferApp.xml" 1 172 0.00581395348837209
"3554" "lib/cosFileTransfer/doc/src/fascicules.xml" 1 18 0.0555555555555556
"3556" "lib/cosFileTransfer/doc/src/Makefile" 6 146 0.0410958904109589
"3557" "lib/cosFileTransfer/doc/src/notes.gif" 1 8 0.125
"3558" "lib/cosFileTransfer/doc/src/notes.xml" 7 301 0.0232558139534884
"3559" "lib/cosFileTransfer/doc/src/part_notes.xml" 1 36 0.0277777777777778
"3560" "lib/cosFileTransfer/doc/src/part.xml" 1 40 0.025
"3561" "lib/cosFileTransfer/doc/src/ref_man.gif" 1 9 0.111111111111111
"3562" "lib/cosFileTransfer/doc/src/ref_man.xml" 1 41 0.024390243902439
"3563" "lib/cosFileTransfer/doc/src/summary.html.src" 1 1 1
"3564" "lib/cosFileTransfer/doc/src/user_guide.gif" 1 11 0.0909090909090909
"3565" "lib/cosFileTransfer/ebin/.gitignore" 1 0 Inf
"3566" "lib/cosFileTransfer/examples/.gitignore" 1 0 Inf
"3567" "lib/cosFileTransfer/include/.gitignore" 1 0 Inf
"3568" "lib/cosFileTransfer/info" 1 3 0.333333333333333
"3569" "lib/cosFileTransfer/Makefile" 1 41 0.024390243902439
"3570" "lib/cosFileTransfer/priv/.gitignore" 1 0 Inf
"3571" "lib/cosFileTransfer/src/CosFileTransfer_Directory_impl.erl" 1 452 0.00221238938053097
"3572" "lib/cosFileTransfer/src/CosFileTransfer_File_impl.erl" 1 384 0.00260416666666667
"3573" "lib/cosFileTransfer/src/CosFileTransfer_FileIterator_impl.erl" 1 157 0.00636942675159236
"3574" "lib/cosFileTransfer/src/CosFileTransfer_FileTransferSession_impl.erl" 3 1060 0.00283018867924528
"3575" "lib/cosFileTransfer/src/CosFileTransfer_VirtualFileSystem_impl.erl" 1 216 0.00462962962962963
"3576" "lib/cosFileTransfer/src/cosFileTransfer.app.src" 1 41 0.024390243902439
"3577" "lib/cosFileTransfer/src/cosFileTransfer.appup.src" 1 7 0.142857142857143
"3578" "lib/cosFileTransfer/src/CosFileTransfer.cfg" 1 10 0.1
"3579" "lib/cosFileTransfer/src/CosFileTransfer.idl" 1 157 0.00636942675159236
"3580" "lib/cosFileTransfer/src/cosFileTransferApp.erl" 1 469 0.00213219616204691
"3581" "lib/cosFileTransfer/src/cosFileTransferApp.hrl" 1 68 0.0147058823529412
"3582" "lib/cosFileTransfer/src/cosFileTransferNATIVE_file.erl" 1 358 0.00279329608938547
"3583" "lib/cosFileTransfer/src/Makefile" 7 187 0.0374331550802139
"3584" "lib/cosFileTransfer/test/cosFileTransfer.cover" 1 2 0.5
"3585" "lib/cosFileTransfer/test/cosFileTransfer.spec" 2 1 2
"3586" "lib/cosFileTransfer/test/fileTransfer_SUITE.erl" 10 956 0.0104602510460251
"3587" "lib/cosFileTransfer/test/Makefile" 6 133 0.0451127819548872
"3588" "lib/cosFileTransfer/vsn.mk" 10 1 10
"3589" "lib/cosNotification/AUTHORS" 1 4 0.25
"3590" "lib/cosNotification/doc/html/.gitignore" 1 0 Inf
"3591" "lib/cosNotification/doc/man3/.gitignore" 1 0 Inf
"3592" "lib/cosNotification/doc/man6/.gitignore" 1 0 Inf
"3593" "lib/cosNotification/doc/pdf/.gitignore" 1 0 Inf
"3594" "lib/cosNotification/doc/src/book.gif" 1 11 0.0909090909090909
"3595" "lib/cosNotification/doc/src/book.xml" 1 48 0.0208333333333333
"3596" "lib/cosNotification/doc/src/ch_BNF.xml" 3 456 0.00657894736842105
"3597" "lib/cosNotification/doc/src/ch_contents.xml" 1 74 0.0135135135135135
"3598" "lib/cosNotification/doc/src/ch_example.xml" 2 169 0.0118343195266272
"3599" "lib/cosNotification/doc/src/ch_install.xml" 1 146 0.00684931506849315
"3600" "lib/cosNotification/doc/src/ch_introduction.xml" 1 57 0.0175438596491228
"3601" "lib/cosNotification/doc/src/ch_QoS.xml" 1 251 0.00398406374501992
"3602" "lib/cosNotification/doc/src/ch_system.xml" 1 83 0.0120481927710843
"3603" "lib/cosNotification/doc/src/CosNotification_AdminPropertiesAdmin.xml" 3 78 0.0384615384615385
"3604" "lib/cosNotification/doc/src/CosNotification_QoSAdmin.xml" 1 106 0.00943396226415094
"3605" "lib/cosNotification/doc/src/CosNotification.xml" 2 234 0.00854700854700855
"3606" "lib/cosNotification/doc/src/cosNotificationApp.xml" 1 308 0.00324675324675325
"3607" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ConsumerAdmin.xml" 3 241 0.012448132780083
"3608" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_EventChannel.xml" 2 225 0.00888888888888889
"3609" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_EventChannelFactory.xml" 2 88 0.0227272727272727
"3610" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxyConsumer.xml" 3 127 0.0236220472440945
"3611" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxyPullConsumer.xml" 3 112 0.0267857142857143
"3612" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxyPullSupplier.xml" 3 111 0.027027027027027
"3613" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxyPushConsumer.xml" 3 97 0.0309278350515464
"3614" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxyPushSupplier.xml" 3 109 0.0275229357798165
"3615" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_ProxySupplier.xml" 3 174 0.0172413793103448
"3616" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_SequenceProxyPullConsumer.xml" 3 111 0.027027027027027
"3617" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_SequenceProxyPullSupplier.xml" 3 145 0.0206896551724138
"3618" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_SequenceProxyPushConsumer.xml" 2 108 0.0185185185185185
"3619" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_SequenceProxyPushSupplier.xml" 3 110 0.0272727272727273
"3620" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_StructuredProxyPullConsumer.xml" 3 109 0.0275229357798165
"3621" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_StructuredProxyPullSupplier.xml" 3 139 0.0215827338129496
"3622" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_StructuredProxyPushConsumer.xml" 3 109 0.0275229357798165
"3623" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_StructuredProxyPushSupplier.xml" 3 109 0.0275229357798165
"3624" "lib/cosNotification/doc/src/CosNotifyChannelAdmin_SupplierAdmin.xml" 3 194 0.0154639175257732
"3625" "lib/cosNotification/doc/src/CosNotifyComm_NotifyPublish.xml" 2 65 0.0307692307692308
"3626" "lib/cosNotification/doc/src/CosNotifyComm_NotifySubscribe.xml" 3 63 0.0476190476190476
"3627" "lib/cosNotification/doc/src/CosNotifyFilter_Filter.xml" 1 222 0.0045045045045045
"3628" "lib/cosNotification/doc/src/CosNotifyFilter_FilterAdmin.xml" 2 111 0.018018018018018
"3629" "lib/cosNotification/doc/src/CosNotifyFilter_FilterFactory.xml" 2 73 0.0273972602739726
"3630" "lib/cosNotification/doc/src/CosNotifyFilter_MappingFilter.xml" 1 227 0.00440528634361234
"3631" "lib/cosNotification/doc/src/eventstructure.gif" 1 21 0.0476190476190476
"3632" "lib/cosNotification/doc/src/eventstructure.ps" 1 2462 0.000406173842404549
"3633" "lib/cosNotification/doc/src/fascicules.xml" 1 18 0.0555555555555556
"3635" "lib/cosNotification/doc/src/Makefile" 6 171 0.0350877192982456
"3636" "lib/cosNotification/doc/src/notes.gif" 1 8 0.125
"3637" "lib/cosNotification/doc/src/notes.xml" 12 540 0.0222222222222222
"3638" "lib/cosNotification/doc/src/notificationFlow.gif" 1 17 0.0588235294117647
"3639" "lib/cosNotification/doc/src/notificationFlow.ps" 1 4372 0.000228728270814273
"3640" "lib/cosNotification/doc/src/part_notes.xml" 1 36 0.0277777777777778
"3641" "lib/cosNotification/doc/src/part.xml" 1 42 0.0238095238095238
"3642" "lib/cosNotification/doc/src/ref_man.gif" 1 9 0.111111111111111
"3643" "lib/cosNotification/doc/src/ref_man.xml" 1 63 0.0158730158730159
"3644" "lib/cosNotification/doc/src/summary.html.src" 1 0 Inf
"3645" "lib/cosNotification/doc/src/user_guide.gif" 1 11 0.0909090909090909
"3646" "lib/cosNotification/ebin/.gitignore" 1 0 Inf
"3647" "lib/cosNotification/examples/.gitignore" 1 0 Inf
"3648" "lib/cosNotification/include/.gitignore" 1 0 Inf
"3649" "lib/cosNotification/info" 1 3 0.333333333333333
"3650" "lib/cosNotification/Makefile" 1 41 0.024390243902439
"3651" "lib/cosNotification/priv/.gitignore" 1 0 Inf
"3652" "lib/cosNotification/src/CosEvent.cfg" 1 20 0.05
"3653" "lib/cosNotification/src/CosNotification_Common.erl" 6 1222 0.00490998363338789
"3654" "lib/cosNotification/src/CosNotification_Definitions.hrl" 3 340 0.00882352941176471
"3655" "lib/cosNotification/src/cosNotification_eventDB.erl" 1 1350 0.000740740740740741
"3656" "lib/cosNotification/src/cosNotification_Filter.erl" 2 964 0.0020746887966805
"3657" "lib/cosNotification/src/cosNotification_Grammar.yrl" 1 166 0.00602409638554217
"3658" "lib/cosNotification/src/cosNotification_Scanner.erl" 1 268 0.00373134328358209
"3659" "lib/cosNotification/src/cosNotification.app.src" 1 120 0.00833333333333333
"3660" "lib/cosNotification/src/cosNotification.appup.src" 1 7 0.142857142857143
"3661" "lib/cosNotification/src/CosNotification.cfg" 1 0 Inf
"3662" "lib/cosNotification/src/CosNotification.idl" 1 146 0.00684931506849315
"3663" "lib/cosNotification/src/cosNotificationApp.erl" 1 447 0.00223713646532438
"3664" "lib/cosNotification/src/cosNotificationAppComm.idl" 1 17 0.0588235294117647
"3665" "lib/cosNotification/src/cosNotificationComm.cfg" 1 3 0.333333333333333
"3666" "lib/cosNotification/src/CosNotifyChannelAdmin_ConsumerAdmin_impl.erl" 1 670 0.00149253731343284
"3667" "lib/cosNotification/src/CosNotifyChannelAdmin_EventChannel_impl.erl" 1 721 0.0013869625520111
"3668" "lib/cosNotification/src/CosNotifyChannelAdmin_EventChannelFactory_impl.erl" 1 142 0.00704225352112676
"3669" "lib/cosNotification/src/CosNotifyChannelAdmin_SupplierAdmin_impl.erl" 1 579 0.00172711571675302
"3670" "lib/cosNotification/src/CosNotifyChannelAdmin.cfg" 1 60 0.0166666666666667
"3671" "lib/cosNotification/src/CosNotifyChannelAdmin.idl" 1 275 0.00363636363636364
"3672" "lib/cosNotification/src/CosNotifyComm.cfg" 1 0 Inf
"3673" "lib/cosNotification/src/CosNotifyComm.idl" 1 83 0.0120481927710843
"3674" "lib/cosNotification/src/CosNotifyFilter_Filter_impl.erl" 1 670 0.00149253731343284
"3675" "lib/cosNotification/src/CosNotifyFilter_FilterFactory_impl.erl" 1 125 0.008
"3676" "lib/cosNotification/src/CosNotifyFilter_MappingFilter_impl.erl" 1 578 0.00173010380622837
"3677" "lib/cosNotification/src/CosNotifyFilter.cfg" 1 6 0.166666666666667
"3678" "lib/cosNotification/src/CosNotifyFilter.idl" 1 140 0.00714285714285714
"3679" "lib/cosNotification/src/CosTypedEvent.idl" 1 57 0.0175438596491228
"3680" "lib/cosNotification/src/CosTypedNotification.idl" 1 109 0.00917431192660551
"3681" "lib/cosNotification/src/Makefile" 7 378 0.0185185185185185
"3682" "lib/cosNotification/src/PullerConsumer_impl.erl" 1 773 0.00129366106080207
"3683" "lib/cosNotification/src/PullerSupplier_impl.erl" 1 914 0.00109409190371991
"3684" "lib/cosNotification/src/PusherConsumer_impl.erl" 1 729 0.00137174211248285
"3685" "lib/cosNotification/src/PusherSupplier_impl.erl" 1 1052 0.000950570342205323
"3686" "lib/cosNotification/test/cosNotification.cover" 1 2 0.5
"3687" "lib/cosNotification/test/cosNotification.spec" 4 1 4
"3688" "lib/cosNotification/test/eventDB_SUITE.erl" 8 914 0.0087527352297593
"3689" "lib/cosNotification/test/generated_SUITE.erl" 9 2100 0.00428571428571429
"3690" "lib/cosNotification/test/grammar_SUITE.erl" 8 1105 0.00723981900452489
"3691" "lib/cosNotification/test/Makefile" 8 193 0.0414507772020725
"3692" "lib/cosNotification/test/notification_SUITE.erl" 8 2195 0.00364464692482916
"3693" "lib/cosNotification/test/notify_test_impl.erl" 3 299 0.0100334448160535
"3694" "lib/cosNotification/test/notify_test_server.cfg" 2 54 0.037037037037037
"3695" "lib/cosNotification/test/notify_test_server.idl" 2 113 0.0176991150442478
"3696" "lib/cosNotification/vsn.mk" 12 2 6
"3697" "lib/cosProperty/AUTHORS" 1 4 0.25
"3698" "lib/cosProperty/doc/html/.gitignore" 1 0 Inf
"3699" "lib/cosProperty/doc/man3/.gitignore" 1 0 Inf
"3700" "lib/cosProperty/doc/man6/.gitignore" 1 0 Inf
"3701" "lib/cosProperty/doc/pdf/.gitignore" 1 0 Inf
"3702" "lib/cosProperty/doc/src/book.gif" 1 11 0.0909090909090909
"3703" "lib/cosProperty/doc/src/book.xml" 1 48 0.0208333333333333
"3704" "lib/cosProperty/doc/src/ch_contents.xml" 1 74 0.0135135135135135
"3705" "lib/cosProperty/doc/src/ch_example.xml" 1 75 0.0133333333333333
"3706" "lib/cosProperty/doc/src/ch_install.xml" 1 55 0.0181818181818182
"3707" "lib/cosProperty/doc/src/ch_introduction.xml" 1 53 0.0188679245283019
"3708" "lib/cosProperty/doc/src/cosProperty.xml" 1 149 0.00671140939597315
"3709" "lib/cosProperty/doc/src/CosPropertyService_PropertiesIterator.xml" 2 94 0.0212765957446809
"3710" "lib/cosProperty/doc/src/CosPropertyService_PropertyNamesIterator.xml" 3 96 0.03125
"3711" "lib/cosProperty/doc/src/CosPropertyService_PropertySet.xml" 3 200 0.015
"3712" "lib/cosProperty/doc/src/CosPropertyService_PropertySetDef.xml" 2 167 0.0119760479041916
"3713" "lib/cosProperty/doc/src/CosPropertyService_PropertySetDefFactory.xml" 3 94 0.0319148936170213
"3714" "lib/cosProperty/doc/src/CosPropertyService_PropertySetFactory.xml" 3 92 0.0326086956521739
"3715" "lib/cosProperty/doc/src/fascicules.xml" 1 18 0.0555555555555556
"3717" "lib/cosProperty/doc/src/Makefile" 6 148 0.0405405405405405
"3718" "lib/cosProperty/doc/src/notes.gif" 1 8 0.125
"3719" "lib/cosProperty/doc/src/notes.xml" 9 298 0.0302013422818792
"3720" "lib/cosProperty/doc/src/part_notes.xml" 1 36 0.0277777777777778
"3721" "lib/cosProperty/doc/src/part.xml" 1 39 0.0256410256410256
"3722" "lib/cosProperty/doc/src/ref_man.gif" 1 9 0.111111111111111
"3723" "lib/cosProperty/doc/src/ref_man.xml" 1 42 0.0238095238095238
"3724" "lib/cosProperty/doc/src/summary.html.src" 1 0 Inf
"3725" "lib/cosProperty/doc/src/user_guide.gif" 1 11 0.0909090909090909
"3726" "lib/cosProperty/ebin/.gitignore" 1 0 Inf
"3727" "lib/cosProperty/examples/.gitignore" 1 0 Inf
"3728" "lib/cosProperty/include/.gitignore" 1 0 Inf
"3729" "lib/cosProperty/info" 1 2 0.5
"3730" "lib/cosProperty/Makefile" 1 41 0.024390243902439
"3731" "lib/cosProperty/priv/.gitignore" 1 0 Inf
"3732" "lib/cosProperty/src/cosProperty.app.src" 1 45 0.0222222222222222
"3733" "lib/cosProperty/src/cosProperty.appup.src" 1 6 0.166666666666667
"3734" "lib/cosProperty/src/CosProperty.cfg" 1 5 0.2
"3735" "lib/cosProperty/src/cosProperty.erl" 1 414 0.00241545893719807
"3736" "lib/cosProperty/src/cosProperty.hrl" 1 81 0.0123456790123457
"3737" "lib/cosProperty/src/CosProperty.idl" 1 192 0.00520833333333333
"3738" "lib/cosProperty/src/CosPropertyService_PropertiesIterator_impl.erl" 1 166 0.00602409638554217
"3739" "lib/cosProperty/src/CosPropertyService_PropertyNamesIterator_impl.erl" 1 158 0.00632911392405063
"3740" "lib/cosProperty/src/CosPropertyService_PropertySetDef_impl.erl" 1 1041 0.000960614793467819
"3741" "lib/cosProperty/src/CosPropertyService_PropertySetDefFactory_impl.erl" 4 185 0.0216216216216216
"3742" "lib/cosProperty/src/CosPropertyService_PropertySetFactory_impl.erl" 4 182 0.021978021978022
"3743" "lib/cosProperty/src/Makefile" 7 187 0.0374331550802139
"3744" "lib/cosProperty/test/cosProperty.cover" 1 2 0.5
"3745" "lib/cosProperty/test/cosProperty.spec" 4 1 4
"3746" "lib/cosProperty/test/generated_SUITE.erl" 9 601 0.0149750415973378
"3747" "lib/cosProperty/test/Makefile" 6 130 0.0461538461538462
"3748" "lib/cosProperty/test/property_SUITE.erl" 8 756 0.0105820105820106
"3749" "lib/cosProperty/vsn.mk" 10 2 5
"3750" "lib/cosTime/AUTHORS" 1 4 0.25
"3751" "lib/cosTime/doc/html/.gitignore" 1 0 Inf
"3752" "lib/cosTime/doc/man3/.gitignore" 1 0 Inf
"3753" "lib/cosTime/doc/man6/.gitignore" 1 0 Inf
"3754" "lib/cosTime/doc/pdf/.gitignore" 1 0 Inf
"3755" "lib/cosTime/doc/src/book.gif" 1 11 0.0909090909090909
"3756" "lib/cosTime/doc/src/book.xml" 1 48 0.0208333333333333
"3757" "lib/cosTime/doc/src/ch_contents.xml" 1 74 0.0135135135135135
"3758" "lib/cosTime/doc/src/ch_example.xml" 1 112 0.00892857142857143
"3759" "lib/cosTime/doc/src/ch_install.xml" 1 55 0.0181818181818182
"3760" "lib/cosTime/doc/src/ch_introduction.xml" 1 58 0.0172413793103448
"3761" "lib/cosTime/doc/src/CosTime_TimeService.xml" 2 103 0.0194174757281553
"3762" "lib/cosTime/doc/src/CosTime_TIO.xml" 2 108 0.0185185185185185
"3763" "lib/cosTime/doc/src/CosTime_UTO.xml" 2 155 0.0129032258064516
"3764" "lib/cosTime/doc/src/cosTime.xml" 2 174 0.0114942528735632
"3765" "lib/cosTime/doc/src/CosTimerEvent_TimerEventHandler.xml" 3 124 0.0241935483870968
"3766" "lib/cosTime/doc/src/CosTimerEvent_TimerEventService.xml" 3 83 0.036144578313253
"3767" "lib/cosTime/doc/src/fascicules.xml" 1 18 0.0555555555555556
"3769" "lib/cosTime/doc/src/Makefile" 6 142 0.0422535211267606
"3770" "lib/cosTime/doc/src/notes.gif" 1 8 0.125
"3771" "lib/cosTime/doc/src/notes.xml" 7 283 0.0247349823321555
"3772" "lib/cosTime/doc/src/part_notes.xml" 1 36 0.0277777777777778
"3773" "lib/cosTime/doc/src/part.xml" 1 39 0.0256410256410256
"3774" "lib/cosTime/doc/src/ref_man.gif" 1 9 0.111111111111111
"3775" "lib/cosTime/doc/src/ref_man.xml" 1 41 0.024390243902439
"3776" "lib/cosTime/doc/src/summary.html.src" 1 1 1
"3777" "lib/cosTime/doc/src/user_guide.gif" 1 11 0.0909090909090909
"3778" "lib/cosTime/ebin/.gitignore" 1 0 Inf
"3779" "lib/cosTime/examples/.gitignore" 1 0 Inf
"3780" "lib/cosTime/include/.gitignore" 1 0 Inf
"3781" "lib/cosTime/info" 1 12 0.0833333333333333
"3782" "lib/cosTime/Makefile" 1 41 0.024390243902439
"3783" "lib/cosTime/priv/.gitignore" 1 0 Inf
"3784" "lib/cosTime/src/CosTime_TimeService_impl.erl" 1 180 0.00555555555555556
"3785" "lib/cosTime/src/CosTime_TIO_impl.erl" 1 200 0.005
"3786" "lib/cosTime/src/CosTime_UTO_impl.erl" 1 241 0.004149377593361
"3787" "lib/cosTime/src/cosTime.app.src" 1 30 0.0333333333333333
"3788" "lib/cosTime/src/cosTime.appup.src" 1 6 0.166666666666667
"3789" "lib/cosTime/src/CosTime.cfg" 1 6 0.166666666666667
"3790" "lib/cosTime/src/cosTime.erl" 4 341 0.0117302052785924
"3791" "lib/cosTime/src/CosTime.idl" 1 59 0.0169491525423729
"3792" "lib/cosTime/src/cosTimeApp.hrl" 1 76 0.0131578947368421
"3793" "lib/cosTime/src/CosTimerEvent_TimerEventHandler_impl.erl" 1 304 0.00328947368421053
"3794" "lib/cosTime/src/CosTimerEvent_TimerEventService_impl.erl" 1 118 0.00847457627118644
"3795" "lib/cosTime/src/CosTimerEvent.cfg" 1 4 0.25
"3796" "lib/cosTime/src/CosTimerEvent.idl" 1 45 0.0222222222222222
"3797" "lib/cosTime/src/Makefile" 7 206 0.0339805825242718
"3798" "lib/cosTime/src/TimeBase.idl" 1 22 0.0454545454545455
"3799" "lib/cosTime/test/cosTime.cover" 1 2 0.5
"3800" "lib/cosTime/test/cosTime.spec" 4 1 4
"3801" "lib/cosTime/test/generated_SUITE.erl" 9 306 0.0294117647058824
"3802" "lib/cosTime/test/Makefile" 6 136 0.0441176470588235
"3803" "lib/cosTime/test/time_SUITE.erl" 9 306 0.0294117647058824
"3804" "lib/cosTime/vsn.mk" 10 2 5
"3805" "lib/cosTransactions/AUTHORS" 1 4 0.25
"3806" "lib/cosTransactions/doc/html/.gitignore" 1 0 Inf
"3807" "lib/cosTransactions/doc/man3/.gitignore" 1 0 Inf
"3808" "lib/cosTransactions/doc/man6/.gitignore" 1 0 Inf
"3809" "lib/cosTransactions/doc/pdf/.gitignore" 1 0 Inf
"3810" "lib/cosTransactions/doc/src/book.gif" 1 11 0.0909090909090909
"3811" "lib/cosTransactions/doc/src/book.xml" 1 48 0.0208333333333333
"3812" "lib/cosTransactions/doc/src/ch_contents.xml" 1 74 0.0135135135135135
