"files" "churn" "linecount" "relchurn"
"6979" "lib/hipe/ssa/hipe_ssa_liveness.inc" 1 328 0.00304878048780488
"6980" "lib/hipe/ssa/hipe_ssa.inc" 2 978 0.00204498977505112
"6981" "lib/hipe/TODO" 1 130 0.00769230769230769
"6983" "lib/hipe/tools/hipe_jit.erl" 1 87 0.0114942528735632
"6984" "lib/hipe/tools/hipe_profile.erl" 3 191 0.0157068062827225
"6985" "lib/hipe/tools/hipe_timer.erl" 1 159 0.00628930817610063
"6986" "lib/hipe/tools/hipe_tool.erl" 5 525 0.00952380952380952
"6987" "lib/hipe/tools/Makefile" 6 114 0.0526315789473684
"6988" "lib/hipe/util/hipe_digraph.erl" 2 240 0.00833333333333333
"6989" "lib/hipe/util/hipe_dot.erl" 3 217 0.0138248847926267
"6990" "lib/hipe/util/hipe_timing.erl" 1 131 0.00763358778625954
"6991" "lib/hipe/util/hipe_vectors.erl" 1 111 0.00900900900900901
"6992" "lib/hipe/util/hipe_vectors.hrl" 1 28 0.0357142857142857
"6993" "lib/hipe/util/Makefile" 5 115 0.0434782608695652
"6994" "lib/hipe/vsn.mk" 16 1 16
"6995" "lib/hipe/x86/hipe_rtl_to_x86.erl" 1 865 0.00115606936416185
"6996" "lib/hipe/x86/hipe_x86_assemble.erl" 2 1014 0.0019723865877712
"6997" "lib/hipe/x86/hipe_x86_cfg.erl" 1 147 0.00680272108843537
"6998" "lib/hipe/x86/hipe_x86_defuse.erl" 1 160 0.00625
"6999" "lib/hipe/x86/hipe_x86_encode.erl" 1 1302 0.000768049155145929
"7000" "lib/hipe/x86/hipe_x86_encode.txt" 1 213 0.00469483568075117
"7001" "lib/hipe/x86/hipe_x86_frame.erl" 1 687 0.00145560407569141
"7002" "lib/hipe/x86/hipe_x86_liveness.erl" 1 57 0.0175438596491228
"7003" "lib/hipe/x86/hipe_x86_main.erl" 1 70 0.0142857142857143
"7004" "lib/hipe/x86/hipe_x86_postpass.erl" 2 276 0.0072463768115942
"7005" "lib/hipe/x86/hipe_x86_pp.erl" 1 350 0.00285714285714286
"7006" "lib/hipe/x86/hipe_x86_ra_finalise.erl" 1 335 0.00298507462686567
"7007" "lib/hipe/x86/hipe_x86_ra_ls.erl" 1 85 0.0117647058823529
"7008" "lib/hipe/x86/hipe_x86_ra_naive.erl" 1 409 0.00244498777506112
"7009" "lib/hipe/x86/hipe_x86_ra_postconditions.erl" 2 452 0.00442477876106195
"7010" "lib/hipe/x86/hipe_x86_ra_x87_ls.erl" 1 63 0.0158730158730159
"7011" "lib/hipe/x86/hipe_x86_ra.erl" 1 99 0.0101010101010101
"7012" "lib/hipe/x86/hipe_x86_registers.erl" 1 254 0.00393700787401575
"7013" "lib/hipe/x86/hipe_x86_spill_restore.erl" 2 343 0.00583090379008746
"7014" "lib/hipe/x86/hipe_x86_x87.erl" 1 635 0.0015748031496063
"7015" "lib/hipe/x86/hipe_x86.erl" 1 496 0.00201612903225806
"7016" "lib/hipe/x86/hipe_x86.hrl" 1 116 0.00862068965517241
"7017" "lib/hipe/x86/Makefile" 5 140 0.0357142857142857
"7018" "lib/hipe/x86/NOTES.OPTIM" 1 200 0.005
"7019" "lib/hipe/x86/NOTES.RA" 1 32 0.03125
"7020" "lib/hipe/x86/TODO" 1 31 0.032258064516129
"7021" "lib/ic/AUTHORS" 1 8 0.125
"7022" "lib/ic/c_src/ic_tmo.c" 1 135 0.00740740740740741
"7023" "lib/ic/c_src/ic.c" 2 613 0.0032626427406199
"7024" "lib/ic/c_src/Makefile" 1 24 0.0416666666666667
"7025" "lib/ic/c_src/Makefile.in" 6 162 0.037037037037037
"7026" "lib/ic/c_src/Makefile.win32" 1 108 0.00925925925925926
"7027" "lib/ic/c_src/oe_ei_code_erlang_binary.c" 1 105 0.00952380952380952
"7028" "lib/ic/c_src/oe_ei_decode_longlong.c" 1 25 0.04
"7029" "lib/ic/c_src/oe_ei_decode_ulonglong.c" 1 25 0.04
"7030" "lib/ic/c_src/oe_ei_decode_wchar.c" 1 25 0.04
"7031" "lib/ic/c_src/oe_ei_decode_wstring.c" 1 107 0.00934579439252336
"7032" "lib/ic/c_src/oe_ei_encode_atom.c" 1 46 0.0217391304347826
"7033" "lib/ic/c_src/oe_ei_encode_char.c" 1 44 0.0227272727272727
"7034" "lib/ic/c_src/oe_ei_encode_double.c" 1 43 0.0232558139534884
"7035" "lib/ic/c_src/oe_ei_encode_list_header.c" 1 41 0.024390243902439
"7036" "lib/ic/c_src/oe_ei_encode_long.c" 1 44 0.0227272727272727
"7037" "lib/ic/c_src/oe_ei_encode_longlong.c" 1 44 0.0227272727272727
"7038" "lib/ic/c_src/oe_ei_encode_pid.c" 1 45 0.0222222222222222
"7039" "lib/ic/c_src/oe_ei_encode_port.c" 1 46 0.0217391304347826
"7040" "lib/ic/c_src/oe_ei_encode_ref.c" 1 46 0.0217391304347826
"7041" "lib/ic/c_src/oe_ei_encode_string.c" 1 47 0.0212765957446809
"7042" "lib/ic/c_src/oe_ei_encode_term.c" 1 48 0.0208333333333333
"7043" "lib/ic/c_src/oe_ei_encode_tuple_header.c" 1 44 0.0227272727272727
"7044" "lib/ic/c_src/oe_ei_encode_ulong.c" 1 43 0.0232558139534884
"7045" "lib/ic/c_src/oe_ei_encode_ulonglong.c" 1 44 0.0227272727272727
"7046" "lib/ic/c_src/oe_ei_encode_version.c" 1 42 0.0238095238095238
"7047" "lib/ic/c_src/oe_ei_encode_wchar.c" 1 27 0.037037037037037
"7048" "lib/ic/c_src/oe_ei_encode_wstring.c" 1 62 0.0161290322580645
"7049" "lib/ic/doc/html/.gitignore" 1 0 Inf
"7050" "lib/ic/doc/man1/.gitignore" 1 0 Inf
"7051" "lib/ic/doc/man3/.gitignore" 1 0 Inf
"7052" "lib/ic/doc/pdf/.gitignore" 1 0 Inf
"7053" "lib/ic/doc/src/book.gif" 1 11 0.0909090909090909
"7054" "lib/ic/doc/src/book.xml" 1 49 0.0204081632653061
"7055" "lib/ic/doc/src/c-part.xml" 2 38 0.0526315789473684
"7056" "lib/ic/doc/src/ch_basic_idl.xml" 1 163 0.00613496932515337
"7057" "lib/ic/doc/src/ch_c_client.xml" 1 149 0.00671140939597315
"7058" "lib/ic/doc/src/ch_c_corba_env.xml" 2 385 0.00519480519480519
"7059" "lib/ic/doc/src/ch_c_mapping.xml" 3 892 0.00336322869955157
"7060" "lib/ic/doc/src/ch_c_server.xml" 1 148 0.00675675675675676
"7061" "lib/ic/doc/src/ch_erl_genserv.xml" 2 205 0.00975609756097561
"7062" "lib/ic/doc/src/ch_erl_plain.xml" 2 175 0.0114285714285714
"7063" "lib/ic/doc/src/ch_ic_protocol.xml" 2 233 0.00858369098712446
"7064" "lib/ic/doc/src/ch_introduction.xml" 1 148 0.00675675675675676
"7065" "lib/ic/doc/src/ch_java.xml" 2 737 0.00271370420624152
"7066" "lib/ic/doc/src/CORBA_Environment_alloc.xml" 1 142 0.00704225352112676
"7067" "lib/ic/doc/src/erl-part.xml" 2 36 0.0555555555555556
"7068" "lib/ic/doc/src/fascicules.xml" 1 18 0.0555555555555556
"7069" "lib/ic/doc/src/ic_c_protocol.xml" 2 156 0.0128205128205128
"7070" "lib/ic/doc/src/ic_clib.xml" 2 246 0.00813008130081301
"7071" "lib/ic/doc/src/ic.gif" 1 78 0.0128205128205128
"7072" "lib/ic/doc/src/ic.xml" 2 467 0.00428265524625268
"7073" "lib/ic/doc/src/java-part.xml" 2 35 0.0571428571428571
"7075" "lib/ic/doc/src/Makefile" 11 231 0.0476190476190476
"7076" "lib/ic/doc/src/notes.gif" 1 8 0.125
"7077" "lib/ic/doc/src/notes.xml" 13 617 0.0210696920583468
"7079" "lib/ic/doc/src/part_notes.xml" 1 37 0.027027027027027
"7080" "lib/ic/doc/src/part.xml" 1 45 0.0222222222222222
"7081" "lib/ic/doc/src/ref_man.gif" 1 9 0.111111111111111
"7082" "lib/ic/doc/src/ref_man.xml" 1 38 0.0263157894736842
"7083" "lib/ic/doc/src/summary.html.src" 1 1 1
"7084" "lib/ic/doc/src/user_guide.gif" 1 11 0.0909090909090909
"7085" "lib/ic/ebin/.gitignore" 1 0 Inf
"7086" "lib/ic/examples/all-against-all/callbacks.c" 1 45 0.0222222222222222
"7087" "lib/ic/examples/all-against-all/client.c" 3 154 0.0194805194805195
"7088" "lib/ic/examples/all-against-all/client.erl" 1 53 0.0188679245283019
"7089" "lib/ic/examples/all-against-all/client.java" 1 60 0.0166666666666667
"7090" "lib/ic/examples/all-against-all/Makefile" 1 117 0.00854700854700855
"7091" "lib/ic/examples/all-against-all/Makefile.win32" 1 138 0.0072463768115942
"7092" "lib/ic/examples/all-against-all/random.idl" 1 50 0.02
"7093" "lib/ic/examples/all-against-all/ReadMe" 1 122 0.00819672131147541
"7094" "lib/ic/examples/all-against-all/rmod_random_impl.erl" 1 48 0.0208333333333333
"7095" "lib/ic/examples/all-against-all/server.c" 1 261 0.00383141762452107
"7096" "lib/ic/examples/all-against-all/server.erl" 1 40 0.025
"7097" "lib/ic/examples/all-against-all/server.java" 1 82 0.0121951219512195
"7098" "lib/ic/examples/all-against-all/serverImpl.java" 1 42 0.0238095238095238
"7099" "lib/ic/examples/c-client/client.c" 3 131 0.0229007633587786
"7100" "lib/ic/examples/c-client/Makefile" 1 86 0.0116279069767442
"7101" "lib/ic/examples/c-client/random.idl" 1 51 0.0196078431372549
"7102" "lib/ic/examples/c-client/ReadMe" 1 46 0.0217391304347826
"7103" "lib/ic/examples/c-client/rmod_random_impl.erl" 1 52 0.0192307692307692
"7104" "lib/ic/examples/c-client/test.erl" 1 43 0.0232558139534884
"7105" "lib/ic/examples/c-server/callbacks.c" 1 45 0.0222222222222222
"7106" "lib/ic/examples/c-server/client.c" 3 125 0.024
"7107" "lib/ic/examples/c-server/client.erl" 1 44 0.0227272727272727
"7108" "lib/ic/examples/c-server/Makefile" 1 89 0.0112359550561798
"7109" "lib/ic/examples/c-server/random.idl" 1 49 0.0204081632653061
"7110" "lib/ic/examples/c-server/ReadMe" 1 45 0.0222222222222222
"7111" "lib/ic/examples/c-server/server.c" 1 245 0.00408163265306122
"7112" "lib/ic/examples/erl-genserv/random.idl" 1 50 0.02
"7113" "lib/ic/examples/erl-genserv/ReadMe" 1 30 0.0333333333333333
"7114" "lib/ic/examples/erl-genserv/rmod_random_impl.erl" 1 63 0.0158730158730159
"7115" "lib/ic/examples/erl-plain/random.idl" 1 52 0.0192307692307692
"7116" "lib/ic/examples/erl-plain/ReadMe" 1 27 0.037037037037037
"7117" "lib/ic/examples/erl-plain/rmod_random_impl.erl" 1 32 0.03125
"7118" "lib/ic/examples/java-client-server/client.java" 1 60 0.0166666666666667
"7119" "lib/ic/examples/java-client-server/random.idl" 1 49 0.0204081632653061
"7120" "lib/ic/examples/java-client-server/ReadMe" 1 69 0.0144927536231884
"7121" "lib/ic/examples/java-client-server/server.java" 1 82 0.0121951219512195
"7122" "lib/ic/examples/java-client-server/serverImpl.java" 1 42 0.0238095238095238
"7123" "lib/ic/examples/pre_post_condition/ex.idl" 1 29 0.0344827586206897
"7124" "lib/ic/examples/pre_post_condition/m_i_impl.erl" 1 49 0.0204081632653061
"7125" "lib/ic/examples/pre_post_condition/Makefile" 7 133 0.0526315789473684
"7126" "lib/ic/examples/pre_post_condition/ReadMe.txt" 1 73 0.0136986301369863
"7127" "lib/ic/examples/pre_post_condition/tracer.erl" 1 56 0.0178571428571429
"7128" "lib/ic/include/erlang.idl" 1 57 0.0175438596491228
"7129" "lib/ic/include/ic.h" 1 431 0.00232018561484919
"7130" "lib/ic/info" 1 2 0.5
"7131" "lib/ic/internal_doc/c-improvements-1.txt" 1 83 0.0120481927710843
"7132" "lib/ic/internal_doc/protocol.txt" 1 182 0.00549450549450549
"7133" "lib/ic/java_src/com/ericsson/otp/ic/Any.java" 2 1025 0.00195121951219512
"7134" "lib/ic/java_src/com/ericsson/otp/ic/AnyHelper.java" 1 78 0.0128205128205128
"7135" "lib/ic/java_src/com/ericsson/otp/ic/AnyHolder.java" 1 60 0.0166666666666667
"7136" "lib/ic/java_src/com/ericsson/otp/ic/BooleanHolder.java" 1 62 0.0161290322580645
"7137" "lib/ic/java_src/com/ericsson/otp/ic/ByteHolder.java" 1 61 0.0163934426229508
"7138" "lib/ic/java_src/com/ericsson/otp/ic/CharHolder.java" 1 63 0.0158730158730159
"7139" "lib/ic/java_src/com/ericsson/otp/ic/DoubleHolder.java" 1 61 0.0163934426229508
"7140" "lib/ic/java_src/com/ericsson/otp/ic/Environment.java" 2 479 0.00417536534446764
"7141" "lib/ic/java_src/com/ericsson/otp/ic/FloatHolder.java" 1 62 0.0161290322580645
"7142" "lib/ic/java_src/com/ericsson/otp/ic/Holder.java" 1 33 0.0303030303030303
"7144" "lib/ic/java_src/com/ericsson/otp/ic/IntHolder.java" 1 62 0.0161290322580645
"7145" "lib/ic/java_src/com/ericsson/otp/ic/LongHolder.java" 1 60 0.0166666666666667
"7146" "lib/ic/java_src/com/ericsson/otp/ic/Makefile" 4 121 0.0330578512396694
"7147" "lib/ic/java_src/com/ericsson/otp/ic/Pid.java" 1 55 0.0181818181818182
"7148" "lib/ic/java_src/com/ericsson/otp/ic/PidHelper.java" 1 144 0.00694444444444444
"7149" "lib/ic/java_src/com/ericsson/otp/ic/PidHolder.java" 1 54 0.0185185185185185
"7150" "lib/ic/java_src/com/ericsson/otp/ic/Port.java" 1 48 0.0208333333333333
"7151" "lib/ic/java_src/com/ericsson/otp/ic/PortHelper.java" 1 140 0.00714285714285714
"7152" "lib/ic/java_src/com/ericsson/otp/ic/PortHolder.java" 1 56 0.0178571428571429
"7153" "lib/ic/java_src/com/ericsson/otp/ic/Ref.java" 1 60 0.0166666666666667
"7154" "lib/ic/java_src/com/ericsson/otp/ic/RefHelper.java" 1 141 0.00709219858156028
"7155" "lib/ic/java_src/com/ericsson/otp/ic/RefHolder.java" 1 54 0.0185185185185185
"7156" "lib/ic/java_src/com/ericsson/otp/ic/ShortHolder.java" 1 61 0.0163934426229508
"7157" "lib/ic/java_src/com/ericsson/otp/ic/StringHolder.java" 1 62 0.0161290322580645
"7158" "lib/ic/java_src/com/ericsson/otp/ic/TCKind.java" 1 199 0.0050251256281407
"7159" "lib/ic/java_src/com/ericsson/otp/ic/Term.java" 2 1112 0.00179856115107914
"7160" "lib/ic/java_src/com/ericsson/otp/ic/TermHelper.java" 2 141 0.0141843971631206
"7161" "lib/ic/java_src/com/ericsson/otp/ic/TermHolder.java" 1 58 0.0172413793103448
"7162" "lib/ic/java_src/com/ericsson/otp/ic/TypeCode.java" 2 882 0.00226757369614512
"7163" "lib/ic/java_src/Makefile" 1 41 0.024390243902439
"7164" "lib/ic/Makefile" 1 41 0.024390243902439
"7165" "lib/ic/prebuild.skip" 1 1 1
"7166" "lib/ic/priv/lib/.gitignore" 1 0 Inf
"7167" "lib/ic/priv/obj/.gitignore" 1 0 Inf
"7168" "lib/ic/src/ic_array_java.erl" 1 295 0.00338983050847458
"7169" "lib/ic/src/ic_attribute_java.erl" 1 412 0.00242718446601942
"7170" "lib/ic/src/ic_cbe.erl" 1 1306 0.000765696784073507
"7171" "lib/ic/src/ic_cclient.erl" 1 1209 0.000827129859387924
"7172" "lib/ic/src/ic_code.erl" 1 584 0.00171232876712329
"7173" "lib/ic/src/ic_codegen.erl" 1 419 0.00238663484486874
"7174" "lib/ic/src/ic_constant_java.erl" 1 99 0.0101010101010101
"7175" "lib/ic/src/ic_cserver.erl" 1 2419 0.000413393964448119
"7176" "lib/ic/src/ic_debug.hrl" 1 37 0.027027027027027
"7177" "lib/ic/src/ic_enum_java.erl" 1 312 0.00320512820512821
"7178" "lib/ic/src/ic_erl_template.erl" 1 639 0.00156494522691706
"7179" "lib/ic/src/ic_erlbe.erl" 1 1141 0.000876424189307625
"7180" "lib/ic/src/ic_error.erl" 1 375 0.00266666666666667
"7181" "lib/ic/src/ic_fetch.erl" 1 388 0.00257731958762887
"7182" "lib/ic/src/ic_file.erl" 1 447 0.00223713646532438
"7183" "lib/ic/src/ic_forms.erl" 2 441 0.00453514739229025
"7184" "lib/ic/src/ic_genobj.erl" 1 244 0.00409836065573771
"7185" "lib/ic/src/ic_java_type.erl" 1 1213 0.000824402308326463
"7186" "lib/ic/src/ic_jbe.erl" 1 1487 0.000672494956287828
"7187" "lib/ic/src/ic_noc.erl" 3 1116 0.00268817204301075
"7188" "lib/ic/src/ic_options.erl" 1 363 0.00275482093663912
"7189" "lib/ic/src/ic_plainbe.erl" 1 355 0.0028169014084507
"7190" "lib/ic/src/ic_pp.erl" 8 2244 0.0035650623885918
"7191" "lib/ic/src/ic_pragma.erl" 7 1956 0.00357873210633947
"7192" "lib/ic/src/ic_sequence_java.erl" 1 239 0.00418410041841004
"7193" "lib/ic/src/ic_struct_java.erl" 1 314 0.00318471337579618
"7194" "lib/ic/src/ic_symtab.erl" 2 234 0.00854700854700855
"7195" "lib/ic/src/ic_union_java.erl" 1 754 0.0013262599469496
"7196" "lib/ic/src/ic_util.erl" 1 313 0.00319488817891374
"7197" "lib/ic/src/ic.app.src" 1 52 0.0192307692307692
"7198" "lib/ic/src/ic.erl" 5 414 0.0120772946859903
"7199" "lib/ic/src/ic.hrl" 1 158 0.00632911392405063
"7200" "lib/ic/src/icenum.erl" 1 205 0.0048780487804878
"7201" "lib/ic/src/iceval.erl" 1 555 0.0018018018018018
"7202" "lib/ic/src/icforms.hrl" 2 69 0.0289855072463768
"7203" "lib/ic/src/icparse.yrl" 2 868 0.00230414746543779
"7204" "lib/ic/src/icpreproc.erl" 1 111 0.00900900900900901
"7205" "lib/ic/src/icscan.erl" 1 452 0.00221238938053097
"7206" "lib/ic/src/icstruct.erl" 1 1916 0.000521920668058455
"7207" "lib/ic/src/ictk.erl" 1 873 0.0011454753722795
"7208" "lib/ic/src/ictype.erl" 2 1416 0.00141242937853107
"7209" "lib/ic/src/icunion.erl" 1 1490 0.000671140939597315
"7210" "lib/ic/src/icyeccpre.hrl" 1 124 0.00806451612903226
"7211" "lib/ic/src/Makefile" 4 218 0.018348623853211
"7212" "lib/ic/test/c_client_erl_server_proto_SUITE_data/c_client.c" 2 1765 0.00113314447592068
"7213" "lib/ic/test/c_client_erl_server_proto_SUITE_data/c_erl_test.idl" 1 173 0.00578034682080925
"7214" "lib/ic/test/c_client_erl_server_proto_SUITE_data/erl_server.erl" 2 28 0.0714285714285714
"7215" "lib/ic/test/c_client_erl_server_proto_SUITE_data/m_i_impl.erl" 2 161 0.0124223602484472
"7216" "lib/ic/test/c_client_erl_server_proto_SUITE_data/Makefile.src" 4 155 0.0258064516129032
"7217" "lib/ic/test/c_client_erl_server_proto_SUITE_data/my.c" 2 50 0.04
"7218" "lib/ic/test/c_client_erl_server_proto_SUITE.erl" 8 332 0.0240963855421687
"7219" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/c_client.c" 2 1765 0.00113314447592068
"7220" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/c_erl_test.idl" 1 173 0.00578034682080925
"7221" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/erl_server.erl" 2 28 0.0714285714285714
"7222" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/m_i_impl.erl" 2 161 0.0124223602484472
"7223" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/Makefile.src" 4 154 0.025974025974026
"7224" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE_data/my.c" 2 51 0.0392156862745098
"7225" "lib/ic/test/c_client_erl_server_proto_tmo_SUITE.erl" 8 334 0.0239520958083832
"7226" "lib/ic/test/c_client_erl_server_SUITE_data/c_client.c" 2 1762 0.00113507377979569
"7227" "lib/ic/test/c_client_erl_server_SUITE_data/c_erl_test.idl" 1 174 0.00574712643678161
"7228" "lib/ic/test/c_client_erl_server_SUITE_data/erl_server.erl" 2 28 0.0714285714285714
"7229" "lib/ic/test/c_client_erl_server_SUITE_data/m_i_impl.erl" 2 161 0.0124223602484472
"7230" "lib/ic/test/c_client_erl_server_SUITE_data/Makefile.src" 4 154 0.025974025974026
"7231" "lib/ic/test/c_client_erl_server_SUITE.erl" 8 332 0.0240963855421687
"7232" "lib/ic/test/erl_client_c_server_proto_SUITE_data/c_server.c" 2 299 0.00668896321070234
"7233" "lib/ic/test/erl_client_c_server_proto_SUITE_data/callbacks.c" 3 615 0.0048780487804878
"7234" "lib/ic/test/erl_client_c_server_proto_SUITE_data/erl_c_test.idl" 1 174 0.00574712643678161
"7235" "lib/ic/test/erl_client_c_server_proto_SUITE_data/erl_client.erl" 2 331 0.00604229607250755
"7236" "lib/ic/test/erl_client_c_server_proto_SUITE_data/Makefile.src" 4 159 0.0251572327044025
"7237" "lib/ic/test/erl_client_c_server_proto_SUITE_data/my.c" 2 34 0.0588235294117647
"7238" "lib/ic/test/erl_client_c_server_proto_SUITE.erl" 7 366 0.0191256830601093
"7239" "lib/ic/test/erl_client_c_server_SUITE_data/c_server.c" 2 299 0.00668896321070234
"7240" "lib/ic/test/erl_client_c_server_SUITE_data/callbacks.c" 3 615 0.0048780487804878
"7241" "lib/ic/test/erl_client_c_server_SUITE_data/erl_c_test.idl" 1 174 0.00574712643678161
"7242" "lib/ic/test/erl_client_c_server_SUITE_data/erl_client.erl" 1 331 0.00302114803625378
"7243" "lib/ic/test/erl_client_c_server_SUITE_data/Makefile.src" 4 159 0.0251572327044025
"7244" "lib/ic/test/erl_client_c_server_SUITE.erl" 7 366 0.0191256830601093
"7245" "lib/ic/test/ic_be_SUITE_data/plain.idl" 1 33 0.0303030303030303
"7246" "lib/ic/test/ic_be_SUITE.erl" 8 89 0.0898876404494382
"7247" "lib/ic/test/ic_pp_SUITE_data/arg.idl" 1 38 0.0263157894736842
"7248" "lib/ic/test/ic_pp_SUITE_data/cascade.idl" 1 29 0.0344827586206897
"7249" "lib/ic/test/ic_pp_SUITE_data/comment.idl" 1 72 0.0138888888888889
"7250" "lib/ic/test/ic_pp_SUITE_data/concat.idl" 1 60 0.0166666666666667
"7251" "lib/ic/test/ic_pp_SUITE_data/define.idl" 1 41 0.024390243902439
"7252" "lib/ic/test/ic_pp_SUITE_data/if_zero.idl" 1 31 0.032258064516129
"7253" "lib/ic/test/ic_pp_SUITE_data/if.idl" 1 32 0.03125
"7254" "lib/ic/test/ic_pp_SUITE_data/improp_nest_constr.idl" 1 30 0.0333333333333333
"7255" "lib/ic/test/ic_pp_SUITE_data/inc.idl" 1 68 0.0147058823529412
"7256" "lib/ic/test/ic_pp_SUITE_data/included1.idl" 1 35 0.0285714285714286
"7257" "lib/ic/test/ic_pp_SUITE_data/included2.idl" 1 41 0.024390243902439
"7258" "lib/ic/test/ic_pp_SUITE_data/includer.idl" 1 45 0.0222222222222222
"7259" "lib/ic/test/ic_pp_SUITE_data/line.idl" 1 45 0.0222222222222222
"7260" "lib/ic/test/ic_pp_SUITE_data/misc.idl" 1 44 0.0227272727272727
"7261" "lib/ic/test/ic_pp_SUITE_data/nopara.idl" 1 35 0.0285714285714286
"7262" "lib/ic/test/ic_pp_SUITE_data/predef_time.idl" 1 24 0.0416666666666667
"7263" "lib/ic/test/ic_pp_SUITE_data/predef.idl" 1 33 0.0303030303030303
"7264" "lib/ic/test/ic_pp_SUITE_data/self_ref.idl" 1 26 0.0384615384615385
"7265" "lib/ic/test/ic_pp_SUITE_data/separate.idl" 1 37 0.027027027027027
"7266" "lib/ic/test/ic_pp_SUITE_data/swallow_sc.idl" 1 37 0.027027027027027
"7267" "lib/ic/test/ic_pp_SUITE_data/unintended_grp.idl" 1 29 0.0344827586206897
"7268" "lib/ic/test/ic_pp_SUITE.erl" 6 622 0.00964630225080386
"7269" "lib/ic/test/ic_pragma_SUITE_data/reg_m0.idl" 1 77 0.012987012987013
"7270" "lib/ic/test/ic_pragma_SUITE_data/reg_m1.idl" 1 75 0.0133333333333333
"7271" "lib/ic/test/ic_pragma_SUITE_data/reg_m2.idl" 1 40 0.025
"7272" "lib/ic/test/ic_pragma_SUITE_data/reg_m3.idl" 1 38 0.0263157894736842
"7273" "lib/ic/test/ic_pragma_SUITE_data/reg_m4.idl" 1 64 0.015625
"7274" "lib/ic/test/ic_pragma_SUITE_data/reg_m5.idl" 1 28 0.0357142857142857
"7275" "lib/ic/test/ic_pragma_SUITE_data/reg_m6.idl" 1 38 0.0263157894736842
"7276" "lib/ic/test/ic_pragma_SUITE_data/reg_m7.idl" 1 62 0.0161290322580645
"7277" "lib/ic/test/ic_pragma_SUITE_data/uggly.idl" 1 204 0.00490196078431373
"7278" "lib/ic/test/ic_pragma_SUITE.erl" 7 306 0.0228758169934641
"7279" "lib/ic/test/ic_register_SUITE_data/reg_m10.idl" 1 37 0.027027027027027
"7280" "lib/ic/test/ic_register_SUITE_data/reg_m11.idl" 1 32 0.03125
"7281" "lib/ic/test/ic_register_SUITE_data/reg_m12.idl" 1 40 0.025
"7282" "lib/ic/test/ic_register_SUITE_data/reg_m8.idl" 1 32 0.03125
"7283" "lib/ic/test/ic_register_SUITE_data/reg_m9.idl" 1 32 0.03125
"7284" "lib/ic/test/ic_register_SUITE.erl" 7 437 0.0160183066361556
"7285" "lib/ic/test/ic_SUITE_data/attr.idl" 1 29 0.0344827586206897
"7286" "lib/ic/test/ic_SUITE_data/c_err1.idl" 1 63 0.0158730158730159
"7287" "lib/ic/test/ic_SUITE_data/c_err2.idl" 1 30 0.0333333333333333
"7288" "lib/ic/test/ic_SUITE_data/c_err3.idl" 1 28 0.0357142857142857
"7289" "lib/ic/test/ic_SUITE_data/c_norm.idl" 1 163 0.00613496932515337
"7290" "lib/ic/test/ic_SUITE_data/Corba.idl" 1 1013 0.000987166831194472
"7291" "lib/ic/test/ic_SUITE_data/Coss.idl" 1 1537 0.000650618087182824
"7292" "lib/ic/test/ic_SUITE_data/enum.idl" 1 32 0.03125
"7293" "lib/ic/test/ic_SUITE_data/forward.idl" 1 34 0.0294117647058824
"7294" "lib/ic/test/ic_SUITE_data/include.idl" 1 30 0.0333333333333333
"7295" "lib/ic/test/ic_SUITE_data/include2.idl" 1 26 0.0384615384615385
"7296" "lib/ic/test/ic_SUITE_data/include3.idl" 1 25 0.04
"7297" "lib/ic/test/ic_SUITE_data/inherit_err.idl" 1 71 0.0140845070422535
"7298" "lib/ic/test/ic_SUITE_data/inherit_warn.idl" 1 64 0.015625
"7299" "lib/ic/test/ic_SUITE_data/inherit.idl" 1 68 0.0147058823529412
"7300" "lib/ic/test/ic_SUITE_data/mult_ids.idl" 1 92 0.0108695652173913
"7301" "lib/ic/test/ic_SUITE_data/nasty.idl" 1 60 0.0166666666666667
"7302" "lib/ic/test/ic_SUITE_data/one_followed.idl" 1 54 0.0185185185185185
"7303" "lib/ic/test/ic_SUITE_data/one_out.idl" 1 28 0.0357142857142857
"7304" "lib/ic/test/ic_SUITE_data/one_raises.idl" 1 32 0.03125
"7305" "lib/ic/test/ic_SUITE_data/one_void.idl" 1 30 0.0333333333333333
"7306" "lib/ic/test/ic_SUITE_data/one.idl" 1 29 0.0344827586206897
"7307" "lib/ic/test/ic_SUITE_data/raises_reg.idl" 1 52 0.0192307692307692
"7308" "lib/ic/test/ic_SUITE_data/struct.idl" 1 53 0.0188679245283019
"7309" "lib/ic/test/ic_SUITE_data/syntax1.idl" 1 28 0.0357142857142857
"7310" "lib/ic/test/ic_SUITE_data/syntax2.idl" 1 27 0.037037037037037
"7311" "lib/ic/test/ic_SUITE_data/syntax3.idl" 1 20 0.05
"7312" "lib/ic/test/ic_SUITE_data/syntax4.idl" 1 23 0.0434782608695652
"7313" "lib/ic/test/ic_SUITE_data/syntax5.idl" 1 22 0.0454545454545455
"7314" "lib/ic/test/ic_SUITE_data/syntax6.idl" 1 20 0.05
